Date,Open,High,Low,Close,SharesTraded,Tur11er(Rs.Cr)
2006-02-17,3021.65,3038.8,2976.7,2981.5,80252511,3664.79
2006-02-20,2982.35,3010.65,2955.85,3005.85,61702111,2832.2
2006-02-21,3008.55,3042.05,3008.55,3035.5,59629361,2936.55
2006-02-22,3035.65,3055.65,3032.5,3050.8,56288881,2838.57
2006-02-23,3050.85,3078.4,3050.85,3062.1,108536483,4627.45
2006-02-24,3061.7,3072,3041.6,3050.05,61840503,2445.38
2006-02-27,3050.3,3070.35,3050.3,3067.45,53579117,2663.01
2006-02-28,3067.9,3090.3,3031.8,3074.7,101518894,4978.91
2006-03-01,3074.6,3127.25,3064,3123.1,96935864,4886.99
2006-03-02,3124.25,3170.35,3124.25,3150.7,117835195,5303.83
2006-03-03,3151.3,3167.2,3132.6,3147.35,68562889,3740.91
2006-03-06,3147.25,3194,3147.2,3190.4,70231056,3256.57
2006-03-07,3190.45,3192.95,3166.75,3182.8,85670076,4153.35
2006-03-08,3183.45,3187.5,3107.9,3116.7,104385907,5393.67
2006-03-09,3116.75,3132.65,3069.85,3129.1,91561270,4422.04
2006-03-10,3129.05,3189.35,3128.6,3183.9,89130425,4292.37
2006-03-13,3184.1,3221.3,3174.05,3202.65,71708390,3515.72
2006-03-14,3197.2,3223.45,3184.05,3195.35,81135055,4011.15
2006-03-16,3197.3,3230.4,3196.95,3226.6,85098635,4339.33
2006-03-17,3226.9,3258.3,3226.9,3234.05,84410109,4238.8
2006-03-20,3234.2,3268.25,3234.2,3265.65,74738736,3092.16
2006-03-21,3264.65,3292.15,3247.25,3262.3,94383185,4408.31
2006-03-22,3263.35,3267.95,3221.95,3240.15,92992199,4747.15
2006-03-23,3240.85,3265.6,3225.2,3247.15,132315985,4977.08
2006-03-24,3247.15,3286.2,3242.6,3279.8,133458459,3755.77
2006-03-27,3283.4,3327.05,3280.8,3321.65,155883121,6939.44
2006-03-28,3321.45,3344.5,3311.85,3325,145259830,7402.88
2006-03-29,3324.85,3359.8,3324.8,3354.2,107383096,4235.41
2006-03-30,3354.25,3433.85,3354.25,3418.95,167133850,7120.91
2006-03-31,3420.55,3425.45,3381.9,3402.55,191025581,12055.59
2006-04-03,3403.15,3478.25,3402.45,3473.3,73250033,3804.68
2006-04-04,3473.1,3508.25,3463.85,3483.15,92359007,4230.1
2006-04-05,3483.15,3513.95,3483.15,3510.9,79374868,4099.01
2006-04-07,3525.6,3555.5,3445.9,3454.8,137089599,7354.61
2006-04-10,3455,3489.05,3430.4,3478.45,104980176,4807.96
2006-04-12,3479.1,3484.65,3366.75,3380,124245306,6146.48
2006-04-13,3380.4,3391.05,3290.35,3345.5,129244802,6733.14
2006-04-17,3342.15,3433.65,3342.15,3425.15,94138429,4856.61
2006-04-18,3429,3521.95,3429,3518.1,103920172,5605.22
2006-04-19,3523.65,3570.5,3502.75,3535.85,119462639,5833.57
2006-04-20,3539.8,3578.35,3527.25,3573.5,113701322,5774.69
2006-04-21,3576.75,3592.75,3517.1,3573.05,134014772,6849.64
2006-04-24,3572.8,3585.35,3536.3,3548.9,90785788,4698.35
2006-04-25,3548.8,3552.65,3433.55,3462.65,83494373,4284.69
2006-04-26,3462.65,3562.3,3454.1,3555.75,90642187,4568.22
2006-04-27,3554.7,3598.95,3492.75,3508.1,148887167,10435.62
2006-04-28,3507.45,3517.65,3342.85,3508.35,108821039,4943.01
2006-04-29,3508.35,3565.75,3508.35,3557.6,35740010,1515.59
2006-05-02,3557.55,3622.05,3556.9,3605.45,108347510,5259.84
2006-05-03,3604.4,3640.8,3581.4,3634.25,95591194,4537.19
2006-05-04,3630.65,3674.5,3621.55,3648.4,100108143,5141
2006-05-05,3649.45,3676.55,3639.55,3663.95,106747561,4261.22
2006-05-08,3668.65,3708.55,3668.65,3693.15,70284895,3777.17
2006-05-09,3694.65,3725.4,3655.65,3720.55,83890001,4706.15
2006-05-10,3720.75,3758.05,3717.25,3754.25,93510261,4998.59
2006-05-11,3755.8,3774.15,3687.9,3701.05,77726368,4255.37
2006-05-12,3704.15,3704.15,3633.85,3650.05,94028454,4448.04
2006-05-15,3651,3653,3482.85,3502.95,125542855,5652.8
2006-05-16,3502.95,3543.5,3382.4,3523.3,139746059,6200.73
2006-05-17,3525.05,3641.85,3525.05,3635.1,100892613,4550.85
2006-05-18,3636.45,3636.45,3365.9,3388.9,137036044,6090.7
2006-05-19,3391.85,3493.05,3205.25,3246.9,143372267,6499.15
2006-05-22,3254.3,3313.9,2896.4,3081.35,148001127,6043.37
2006-05-23,3068.6,3221.05,2997.35,3199.35,114894339,4682.56
2006-05-24,3203.5,3249.75,3091.6,3115.55,134699170,5908.84
2006-05-25,3114.7,3198.35,3012.95,3177.7,154894775,6720.25
2006-05-26,3177.7,3277.95,3177.7,3209.6,105522896,4245.44
2006-05-29,3207.25,3255.25,3193.15,3214.9,73032523,2981.85
2006-05-30,3215.5,3252.1,3167.05,3185.3,69451029,3202.35
2006-05-31,3181.95,3181.95,2972.9,3071.05,119568428,4934.32
2006-06-01,3072.55,3130,2936.6,2962.25,112881053,5065.82
2006-06-02,2961.5,3099.35,2940.2,3091.35,106179408,4324.06
2006-06-05,3092.6,3125.4,3006.4,3016.65,88204812,4034.23
2006-06-06,3015.05,3015.05,2910.3,2937.3,98819077,4198.29
2006-06-07,2935.25,2956.9,2819.45,2860.45,122677884,4954.39
2006-06-08,2856.9,2859.4,2683.2,2724.35,133611695,5155.37
2006-06-09,2721.2,2875.75,2707.85,2866.3,101500861,4255.42
2006-06-12,2867.65,2877.8,2761.85,2776.85,78190250,3359.69
2006-06-13,2773.6,2773.6,2638.1,2663.3,85457365,3459.33
2006-06-14,2665.05,2767.75,2595.65,2632.8,98860315,4513.9
2006-06-15,2634.1,2814.15,2634.1,2798.8,88836911,3820.2
2006-06-16,2799.85,2960.15,2799.85,2890.35,117621143,5258.32
2006-06-19,2892,2932.9,2846.5,2916.9,75179603,3186.42
2006-06-20,2919,2919,2837.45,2861.3,85067878,3342.93
2006-06-21,2861.4,2930.8,2836.4,2923.45,81725635,3417
2006-06-22,2923.75,3017.65,2923.75,2994.75,81030379,3567
2006-06-23,2993.55,3063.2,2920.2,3042.7,86904356,3615.07
2006-06-25,3043.15,3083,3035.95,3050.3,12073961,433.29
2006-06-26,3051.8,3059.85,2928,2943.2,87442622,3613.02
2006-06-27,2943.6,3004.15,2899.25,2982.45,116745741,5252.39
2006-06-28,2982.2,3003.65,2909.6,2981.1,84897439,3840.16
2006-06-29,2982.9,3049.25,2982.9,2997.9,110790760,5017.76
2006-06-30,2993.5,3134.15,2993.5,3128.2,98679172,4453.99
2006-07-03,3128.75,3160.35,3114.85,3150.95,66603275,3157.85
2006-07-04,3151.05,3177.4,3130.3,3138.65,66682150,3147.66
2006-07-05,3136.95,3201.2,3121.8,3197.1,90419711,4195.99
2006-07-06,3197.5,3197.5,3138.4,3156.4,74893378,3524.77
2006-07-07,3157.95,3193.1,3056.3,3075.85,90060282,4068.6
2006-07-10,3077.1,3147.7,3064.1,3142,65284375,2980.45
2006-07-11,3145.3,3146,3100.4,3116.15,66336970,3096.43
2006-07-12,3124.95,3201.35,3078.25,3195.9,93623050,5499.45
2006-07-13,3196.3,3208.85,3148.95,3169.3,81620172,3475.59
2006-07-14,3166.25,3166.25,3089.55,3123.35,61512609,3055.66
2006-07-17,3123.65,3125.1,2999.35,3007.55,60049023,2953.6
2006-07-18,3007.15,3038.25,2967.95,2993.65,70494264,3522.91
2006-07-19,2995.85,3045.35,2919.95,2932.75,79085652,3948.34
2006-07-20,2943.65,3041.25,2943.65,3023.05,77712999,3686.36
2006-07-21,3025.1,3029.1,2930.15,2945,74876151,3454.86
2006-07-24,2944.9,2996.65,2878.25,2985.85,78139891,3721.14
2006-07-25,2989.5,3046.95,2987.15,3040.5,70646865,3378.75
2006-07-26,3040.45,3121.4,3022.7,3110.15,77137663,3749.48
2006-07-27,3109.85,3167.1,3109.85,3156.15,106694441,5295.1
2006-07-28,3158,3168.5,3109.45,3130.8,81278521,3571.94
2006-07-31,3131.35,3179.7,3110.6,3143.2,61675413,3130.17
2006-08-01,3128.2,3154.7,3113.6,3147.8,57028169,2790.09
2006-08-02,3129.45,3187.85,3127.9,3182.1,55484351,2628.88
2006-08-03,3182.55,3234.25,3175.15,3190,69084722,3556.26
2006-08-04,3189.7,3228.15,3161.8,3176.75,69528047,3282.36
2006-08-07,3176.7,3178.5,3142.55,3151.1,50260661,2482.52
2006-08-08,3151.55,3216.75,3151.55,3212.4,52271647,2334.3
2006-08-09,3211.55,3267.2,3187.85,3254.6,71781978,3410.66
2006-08-10,3254.6,3274.75,3229.45,3260.1,59287718,2795.74
2006-08-11,3260.05,3286.5,3236.95,3274.35,63497173,3339.55
2006-08-14,3274.95,3317.8,3269.15,3313.1,51600194,2309.79
2006-08-16,3314.75,3377.1,3314.75,3356.05,69199131,3288.12
2006-08-17,3359.7,3385.15,3328.6,3353.9,72570406,3678.42
2006-08-18,3354.5,3366.25,3332.2,3356.75,57031969,2744.7
2006-08-21,3356.8,3374.9,3332.9,3366,48935056,2623.86
2006-08-22,3369.6,3398.35,3351.5,3364.6,58614547,2780.25
2006-08-23,3363.6,3369.65,3325.1,3335.8,52060467,2595.68
2006-08-24,3336.65,3379.55,3304.85,3370.4,70794902,3625.17
2006-08-25,3368.55,3402.7,3368.55,3385.95,68458051,3290.78
2006-08-28,3386,3405.3,3377.75,3401.1,46753742,2051.97
2006-08-29,3405.05,3434.95,3396.1,3425.7,60674227,2935.97
2006-08-30,3425.8,3440.2,3407.75,3430.35,61671400,2963.16
2006-08-31,3404.5,3452.3,3403.65,3413.9,98616609,4581.17
2006-09-01,3414,3439.5,3402.9,3435.45,71355586,3118.13
2006-09-04,3435.55,3483.1,3435.55,3476.85,55794558,2672.11
2006-09-05,3471.4,3488.6,3457.9,3473.75,49637615,2330.87
2006-09-06,3474.4,3490.7,3465.8,3477.25,64632141,3020.81
2006-09-07,3477.15,3478.85,3438.8,3454.55,61695576,3097.76
2006-09-08,3454.65,3477.95,3442.85,3471.45,75299798,3823.16
2006-09-11,3470.35,3486.65,3351.3,3366.15,78022331,3948.22
2006-09-12,3363.3,3395.05,3328.45,3389.9,80287997,3899.77
2006-09-13,3389.85,3470.65,3389.8,3454.55,71103462,3702.22
2006-09-14,3454.6,3484,3454.6,3471.6,88081056,4891.78
2006-09-15,3471.65,3487.45,3434.55,3478.6,71320369,3491.83
2006-09-18,3478.65,3506.2,3478.4,3492.75,60726317,2990.54
2006-09-19,3493.5,3514.95,3438.8,3457.35,69738853,3565.22
2006-09-20,3457.85,3509.85,3419.75,3502.8,62440086,3133.57
2006-09-21,3506.7,3556.35,3506.7,3553.05,65971047,3470.59
2006-09-22,3554.05,3562.45,3525.4,3544.05,60146361,3402.22
2006-09-25,3545.1,3568.65,3514.85,3523.45,59718564,2973.4
2006-09-26,3523.7,3576.75,3517.15,3571.75,67280328,3513.92
2006-09-27,3571.75,3603.7,3568.4,3579.3,65272270,3388.77
2006-09-28,3579.95,3589.3,3560.75,3571.75,82845862,4431.1
2006-09-29,3572.15,3599.8,3564.7,3588.4,71280518,3291.25
2006-10-03,3588.95,3606.2,3561.7,3569.6,55658446,2746.91
2006-10-04,3570.95,3580.05,3508.65,3515.35,68278198,3819.03
2006-10-05,3515.6,3574.95,3515.6,3564.9,74898110,3523.08
2006-10-06,3565.45,3583.75,3560.9,3569.7,83455201,3254.23
2006-10-09,3570.05,3585.35,3540.45,3567.15,52281974,2351.09
2006-10-10,3567.45,3597.2,3563.1,3571.05,61272629,2759.2
2006-10-11,3581.55,3614.5,3544.25,3558.55,64789296,3439.29
2006-10-12,3562.55,3626.8,3545.95,3621.05,67079130,3436.45
2006-10-13,3621.65,3682.35,3621.65,3676.05,77576341,4180.34
2006-10-16,3668.9,3729.7,3668.9,3723.95,74544319,4114.25
2006-10-17,3726.4,3742.5,3691.35,3715,72710899,3601.25
2006-10-18,3715.2,3727,3701.3,3710.65,98341144,4457.77
2006-10-19,3711.1,3726.95,3655.05,3677.8,87373113,3801.97
2006-10-20,3678.75,3714.25,3665.5,3676.85,71910699,3349.3
2006-10-21,3680.85,3708.4,3662.85,3683.5,10531676,507.73
2006-10-23,3683.4,3690.85,3651.2,3657.3,45483007,2204.29
2006-10-26,3656.2,3686.85,3651.2,3677.55,97769504,4879.43
2006-10-27,3676.85,3747.35,3674.8,3739.35,81362792,4114.12
2006-10-30,3739.35,3776.05,3719.45,3769.1,85610530,4741.7
2006-10-31,3770.5,3782.85,3726.75,3744.1,87732761,4104.67
2006-11-01,3744.1,3777.7,3737,3767.05,70546138,3544.68
2006-11-02,3769.4,3805.5,3761.9,3791.2,57711779,3121.02
2006-11-03,3793.05,3809.65,3771,3805.35,61269479,3313.66
2006-11-06,3804.75,3822.4,3798.25,3809.25,68853934,3137.47
2006-11-07,3812.15,3840.45,3789.4,3798.75,72012582,3596.23
2006-11-08,3799.2,3809.95,3737.2,3777.3,81509881,4427.67
2006-11-09,3777.8,3808.2,3769.8,3796.4,71619806,3934.11
2006-11-10,3796.05,3842.4,3785.4,3834.75,70384022,3936.21
2006-11-13,3834.8,3862.05,3834,3858.75,56173959,2739.11
2006-11-14,3862,3883,3850.75,3865.9,68081114,3651.51
2006-11-15,3865.95,3888.8,3838.25,3876.3,69066795,3511.53
2006-11-16,3876.4,3900.4,3863.85,3876.85,81514258,4686.36
2006-11-17,3877,3891.85,3835.7,3852.8,77876260,4194.93
2006-11-20,3852.65,3866.95,3794.3,3856.15,84182263,4952.26
2006-11-21,3859.5,3921.7,3856.75,3918.25,67180630,3907.31
2006-11-22,3918.3,3960,3909.6,3954.75,87853870,5284.69
2006-11-23,3955.3,3976.8,3933.7,3945.45,64562640,4000.52
2006-11-24,3945.45,3965.8,3935.3,3950.85,68029182,3633.78
2006-11-27,3974.95,3974.95,3948.85,3968.9,56622181,3350.7
2006-11-28,3966,3966,3911.55,3921.75,59759241,3564.33
2006-11-29,3922.5,3952.4,3920,3928.2,59745228,3170.71
2006-11-30,3929.4,3973,3929.4,3954.5,99230654,5200.26
2006-12-01,3955.7,4001.3,3953.95,3997.6,58708116,3309.49
2006-12-04,4002.4,4015.25,3991.55,4001,54018198,3426.05
2006-12-05,4001.25,4033.2,4001.25,4015.75,65921607,3669.1
2006-12-06,4016,4036.2,3982.5,4015.95,65477220,3637.13
2006-12-07,4015,4027.7,4001.4,4015.35,52637334,3396.24
2006-12-08,4015.75,4046.85,3948.7,3962,53674764,3113.85
2006-12-11,3961.9,3965.05,3798.3,3849.5,79520623,4688.29
2006-12-12,3849.1,3861.25,3661.6,3716.9,105472463,5958.99
2006-12-13,3716.75,3777.6,3657.65,3765.2,93071516,5185.84
2006-12-14,3765.7,3855.05,3763.5,3843.05,72361721,3750.19
2006-12-15,3849.6,3908.45,3845.45,3888.65,91020399,4491.99
2006-12-18,3888.2,3934,3828.15,3928.75,72483576,4122.31
2006-12-19,3928.85,3931.9,3783.45,3832,75208480,4700.27
2006-12-20,3832.15,3886.1,3787.55,3815.55,81933913,4707.85
2006-12-21,3814.75,3851.2,3768.8,3833.5,57300356,3118.95
2006-12-22,3834.9,3880.15,3823.4,3871.15,51348663,2468.08
2006-12-26,3871.3,3946.1,3870.45,3940.5,45448366,2356.62
2006-12-27,3942.75,3986.75,3937.7,3974.25,54698735,2965.96
2006-12-28,3974.2,3997.35,3961.95,3970.55,82886489,4414.78
2006-12-29,3971.65,3991.6,3960.45,3966.4,46461571,2383.73
2007-01-02,3966.25,4016.65,3964.95,4007.4,40789960,1929.76
2007-01-03,4007.7,4029.8,3985,4024.05,63826475,3291.66
2007-01-04,4027.3,4041,3979.8,3988.8,67096186,3446.19
2007-01-05,3990.15,4011.45,3969.65,3983.4,69146575,3558.69
2007-01-08,3983.3,3987.45,3913,3933.4,63615668,3590.08
2007-01-09,3933.3,3963.75,3890.75,3911.4,65321592,3753.18
2007-01-10,3910.95,3911.95,3841.7,3850.3,68470689,3892.68
2007-01-11,3852.15,3953.1,3833.6,3942.25,83152375,5058.74
2007-01-12,3944.55,4059.15,3944.55,4052.45,81362992,4727.43
2007-01-15,4052.85,4099.65,4052.4,4078.4,81723925,4103.23
2007-01-16,4090.7,4107.45,4067.9,4080.5,60251260,3626.6
2007-01-17,4084.9,4096.75,4071.55,4076.45,59073863,3077.88
2007-01-18,4075.2,4140.25,4075.2,4109.05,75646344,4020.61
2007-01-19,4126,4137.15,4058.35,4090.15,85555366,4541.53
2007-01-22,4089.6,4114.5,4069.95,4102.45,63758853,3514.19
2007-01-23,4102.65,4105.1,4056.45,4066.1,80442797,3783.57
2007-01-24,4066.6,4098.25,4065.75,4089.9,90298316,3760.9
2007-01-25,4092.05,4157.95,4090.1,4147.7,130890355,5541.44
2007-01-29,4148.4,4167.15,4115.75,4124.45,94946217,3998.53
2007-01-31,4123.85,4137.85,4068.55,4082.7,114992600,5378.2
2007-02-01,4083.4,4141.6,4081.1,4137.2,73460198,3409.67
2007-02-02,4140.2,4198.7,4132.95,4183.5,92547027,4676.12
2007-02-05,4193.15,4219,4170,4215.35,62178023,3381.35
2007-02-06,4216.55,4228.15,4186.15,4195.9,64125214,3421.59
2007-02-07,4198.2,4232.3,4192.85,4224.25,66702277,3804.96
2007-02-08,4232,4245.3,4188.45,4223.4,69459583,3340.66
2007-02-09,4223.5,4239.2,4171.8,4187.4,66107054,3610.6
2007-02-12,4187.2,4187.2,4044.35,4058.3,91427563,3947.24
2007-02-13,4069.1,4132.7,3998.3,4044.55,97888267,4496.49
2007-02-14,4044.9,4057.35,3965.2,4047.1,82077938,4215.28
2007-02-15,4046.8,4155.7,4046.8,4146.2,77344389,4115.85
2007-02-19,4149.25,4177.7,4149.25,4164.55,59419122,2847.75
2007-02-20,4164.85,4175.45,4099.55,4106.95,63235945,3038.13
2007-02-21,4107.15,4132.8,4080.9,4096.2,72693724,3629.73
2007-02-22,4096.65,4126.9,4023.15,4040,120932537,5953.76
2007-02-23,4046,4065.45,3918.2,3938.95,91231906,4716.39
2007-02-26,3939.1,3958.9,3856.7,3942,86198266,4750.58
2007-02-27,3948.05,3958,3873.85,3893.9,75831405,3813.71
2007-02-28,3893.4,3893.4,3674.85,3745.3,143100823,7274.03
2007-03-01,3745.4,3818.75,3718.15,3811.2,108340792,4980.12
2007-03-02,3811.65,3842.05,3711.05,3726.75,99384914,4811.76
2007-03-05,3726.5,3726.65,3554.5,3576.5,111377742,4944.86
2007-03-06,3577.15,3679.15,3576.65,3655.65,94708234,4354.73
2007-03-07,3661.55,3714.15,3568.55,3626.85,92664441,4341.61
2007-03-08,3627.25,3779.5,3626.8,3761.65,102126395,4218.03
2007-03-09,3761.85,3795.7,3684.25,3718,116080128,4389.81
2007-03-12,3717.45,3781.45,3713.9,3734.6,89783796,3741.24
2007-03-13,3735.25,3775.85,3717.15,3770.55,76689083,3142.41
2007-03-14,3768.4,3768.4,3623,3641.1,83325778,3731.1
2007-03-15,3644.9,3711.05,3630.55,3643.6,73901367,3587.44
2007-03-16,3639.35,3683.6,3573.85,3608.55,64748146,3234.07
2007-03-19,3611.3,3683.35,3602.85,3678.9,45956072,2036.42
2007-03-20,3680.35,3725,3676.65,3697.6,69478798,2825.38
2007-03-21,3697.7,3771.2,3680.6,3764.55,73653431,3063.79
2007-03-22,3764.5,3881,3764.5,3875.9,91519911,4357.66
2007-03-23,3876.75,3901.75,3850.8,3861.05,85511339,3806.35
2007-03-26,3863.45,3885.45,3768.25,3819.95,67231993,3448.63
2007-03-28,3818.75,3830.3,3752.95,3761.1,83105233,4465.85
2007-03-29,3759.15,3805.85,3750.35,3798.1,111423813,5761.84
2007-03-30,3788.85,3832.2,3785.3,3821.55,81295476,3945.32
2007-04-02,3820,3820,3617,3633.6,74611355,3979.31
2007-04-03,3633.85,3703.05,3632.2,3690.65,64733113,3567.88
2007-04-04,3689.75,3751.4,3689.75,3733.25,87771799,3685.87
2007-04-05,3735.2,3771.45,3709.15,3752,75346993,3151.7
2007-04-09,3752.9,3850.9,3747.25,3843.5,65501863,2737.11
2007-04-10,3844.15,3858.35,3819.3,3848.15,78284712,3508.74
2007-04-11,3848.35,3876.35,3844.75,3862.65,89113728,3864.28
2007-04-12,3861.85,3861.85,3811.25,3829.85,69265870,3230.5
2007-04-13,3830.35,3924.55,3828.45,3917.35,89158610,4643.26
2007-04-16,3920.5,4016.8,3920.5,4013.35,85406452,4169.48
2007-04-17,4014.4,4030,3976.25,3984.95,83281173,4248.2
2007-04-18,3989.6,4039.25,3981.75,4011.6,73900407,3555.36
2007-04-19,3998.5,4011,3933.35,3997.65,76167934,3618.63
2007-04-20,4000.25,4090.05,3995.5,4083.55,96650049,4269.77
2007-04-23,4083.55,4122.35,4075.2,4085.1,85793172,3672.1
2007-04-24,4085.1,4162.15,4057.7,4141.8,101792602,5279.14
2007-04-25,4134.25,4173.3,4114.35,4167.3,96383411,4912.39
2007-04-26,4170.05,4217.9,4143.25,4177.85,111716820,5921.6
2007-04-27,4182,4182,4074.3,4083.5,83330984,4143.61
2007-04-30,4081.6,4096.9,4028.9,4087.9,74746036,3816.33
2007-05-03,4089.45,4161.2,4080.75,4150.85,79591422,4196.82
2007-05-04,4168.9,4180.9,4109.7,4117.35,67472022,3620.94
2007-05-07,4117.5,4157.65,4103.6,4111.15,63121628,2962.32
2007-05-08,4111.25,4136.05,4066.4,4077,77322300,4067.24
2007-05-09,4077.25,4087.8,4030.55,4079.3,65609530,3484.85
2007-05-10,4079.6,4134.2,4057.55,4066.8,74217966,3591.84
2007-05-11,4070.2,4094.65,3981.15,4076.65,101897727,4421.44
2007-05-14,4078.8,4151.3,4072.45,4134.3,95639685,3429.82
2007-05-15,4134.3,4150.45,4102.45,4120.3,82708097,3857.44
2007-05-16,4125.4,4181,4113.05,4170.95,87122564,4499.51
2007-05-17,4172.1,4232.45,4172.1,4219.55,92236562,5138.95
2007-05-18,4216.5,4228.45,4177,4214.5,68771304,3960.85
2007-05-21,4217.65,4269.35,4217.55,4260.9,92776373,4309.29
2007-05-22,4263.1,4281.6,4234.1,4278.1,85013484,4887.78
2007-05-23,4279.6,4291.4,4231.05,4246.2,84529936,4384.41
2007-05-24,4246.2,4250.85,4189.05,4204.9,79985272,4033.72
2007-05-25,4197.85,4256.4,4141.35,4248.15,87574680,4590.27
2007-05-28,4248.35,4295.6,4242.8,4256.55,82687609,3524.29
2007-05-29,4257.6,4298.85,4248.9,4293.25,70929391,3797.57
2007-05-30,4292.7,4301.6,4241.35,4249.65,88198865,5019.21
2007-05-31,4250.25,4306.75,4250.25,4295.8,105631422,4960.86
2007-06-01,4296.05,4325.8,4288.55,4297.05,73330395,3665.42
2007-06-04,4300.7,4362.95,4256.45,4267.05,81067590,3405.67
2007-06-05,4268.9,4292.5,4249.1,4284.65,77453933,3585.98
2007-06-06,4285.75,4324.1,4190.95,4198.25,83487572,4037.35
2007-06-07,4197.6,4230.05,4130.5,4179.5,85897072,4096.82
2007-06-08,4179.5,4195.15,4126.1,4145,104593779,5337.22
2007-06-11,4183.75,4205.2,4134.95,4145.6,82508456,3650.49
2007-06-12,4139.7,4166.85,4100.8,4155.2,74344690,3659.97
2007-06-13,4155.2,4161.8,4102.95,4113.05,64074203,3287.71
2007-06-14,4113.2,4174.05,4112.85,4170,62857867,3306.45
2007-06-15,4186.4,4209.45,4153.7,4171.45,63381900,3221.92
2007-06-18,4177,4208.15,4140.25,4147.1,51604532,2726.28
2007-06-19,4143.85,4222.4,4136.15,4214.3,56324333,3172.82
2007-06-20,4214.3,4257,4214.3,4248.65,66195436,3687.78
2007-06-21,4248.65,4275.35,4220.1,4267.4,71847492,3911.35
2007-06-22,4267.55,4278.85,4242.5,4252.05,66686692,3525.94
2007-06-25,4251.4,4264.25,4236.3,4259.4,76162914,3490.6
2007-06-26,4259.4,4296.15,4250.1,4285.7,79271798,3201.08
2007-06-27,4286.2,4294.2,4255.25,4263.95,77203717,3335.55
2007-06-28,4263.9,4291.4,4256.9,4282,117441740,5177.41
2007-06-29,4282.4,4321.35,4280.95,4318.3,72628435,4423.22
2007-07-02,4318.4,4346.75,4305.45,4313.75,64709910,3487.02
2007-07-03,4315.05,4363.35,4313.55,4357.55,60061503,3454.26
2007-07-04,4358.25,4386.45,4342,4359.3,62524977,3528.45
2007-07-05,4359.2,4378.55,4311.8,4353.95,64671779,3799.4
2007-07-06,4353.1,4411,4304,4384.85,84077477,4758.87
2007-07-09,4385.45,4427.55,4385.45,4419.4,60169572,3581.93
2007-07-10,4419.1,4434.45,4393,4406.05,73279845,4044.41
2007-07-11,4403.8,4411.45,4344.7,4387.15,78074214,4247.71
2007-07-12,4388.05,4451.95,4387.05,4446.15,94804490,4608.37
2007-07-13,4446.4,4513.9,4446.05,4504.55,126861025,6299.18
2007-07-16,4505.95,4521.85,4495.95,4512.15,102224299,4647.83
2007-07-17,4497.1,4550.25,4488.25,4496.75,99221022,4753.39
2007-07-18,4498.65,4510.8,4452.85,4499.55,78605118,3999.76
2007-07-19,4500.35,4573,4496.2,4562.1,84358586,5026.26
2007-07-20,4563.75,4600.8,4553.8,4566.05,90691447,5464.2
2007-07-23,4564.25,4628.45,4547.2,4619.35,78303529,4644.71
2007-07-24,4620.05,4647.95,4609.75,4620.75,82215745,4981.93
2007-07-25,4620.5,4620.5,4555.8,4588.7,108683665,5402.74
2007-07-26,4593.1,4624.3,4570.8,4619.8,129054845,7239.43
2007-07-27,4618.65,4618.9,4424.25,4445.2,137904339,8019.26
2007-07-30,4442.35,4493.05,4403.7,4440.05,95133545,5036.25
2007-07-31,4444.25,4534.2,4432.85,4528.85,84428945,5354.43
2007-08-01,4528.85,4532.9,4339.75,4345.85,104901731,6263.7
2007-08-02,4356.35,4399.75,4327,4356.35,71160531,4247.18
2007-08-03,4355.75,4428.1,4355.75,4401.55,63323143,3527.53
2007-08-06,4404.05,4404.05,4267.15,4339.5,64266652,3947.46
2007-08-07,4341.5,4406.4,4341.5,4356.35,62908203,3906.74
2007-08-08,4357,4472.15,4356.75,4462.1,68516647,4576.75
2007-08-09,4462.25,4530.05,4390.8,4403.2,79104231,4675.71
2007-08-10,4393.6,4395.5,4239.2,4333.35,83430243,4970.07
2007-08-13,4324.65,4383.8,4324.65,4373.65,49978808,2859.35
2007-08-14,4373.9,4394.3,4354.35,4370.2,43545272,2291.42
2007-08-16,4366,4366,4171.15,4178.6,97455252,5647.4
2007-08-17,4171.1,4171.1,4002.2,4108.05,136745082,7890.52
2007-08-20,4108.95,4262.6,4108.95,4209.05,68848163,4144.18
2007-08-21,4209.55,4238.1,4058.55,4074.9,76222185,4603.08
2007-08-22,4081.25,4165.7,4040.15,4153.15,88280495,4850.94
2007-08-23,4160.1,4249.85,4100.8,4114.95,94064917,5064.67
2007-08-24,4113.05,4201.45,4110.05,4190.15,63207503,3494.02
2007-08-27,4193.6,4310,4193.6,4302.6,63334364,3628.75
2007-08-28,4302.4,4329.15,4280.6,4320.7,64161720,3763.78
2007-08-29,4317.7,4368.6,4226.35,4359.3,86795180,4948.57
2007-08-30,4360.35,4422.3,4359.75,4412.3,129235436,6876.16
2007-08-31,4412.6,4471.3,4403,4464,84522020,4506.79
2007-09-03,4466.65,4490.55,4452.4,4474.75,82426744,3684.82
2007-09-04,4481.55,4501.3,4460.4,4479.25,72596442,3803.46
2007-09-05,4479.6,4507.75,4458.55,4475.85,74049046,4253.75
2007-09-06,4475.7,4522.5,4445.55,4518.6,60723408,3269.77
2007-09-07,4518.65,4547.75,4499.9,4509.5,58007769,3244.15
2007-09-10,4506.85,4515.25,4452.95,4507.85,68954773,2945.42
2007-09-11,4509.65,4538.6,4487.15,4497.05,80407538,3745.65
