Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Price,Earnings,Earnings,CAPE,,TR CAPE,,Yield,Returns,Returns,Real Return,Real Return,Returns,,,,
1893.06,4.61,0.25,0.32,7.42,1893.46,3.73,201.68,10.72,684.03,13.78,46.74,15.42,,19.03,,0.30%,1.00,4.77,7.96%,2.72%,5.24%,,,,
1893.07,4.18,0.25,0.31,7.23,1893.54,3.73,187.68,11.04,639.67,13.73,46.80,14.35,,17.73,,0.73%,1.00,4.92,8.22%,2.44%,5.79%,,,,
1893.08,4.08,0.25,0.30,6.95,1893.62,3.72,190.72,11.53,653.30,13.87,47.51,14.59,,18.03,,0.23%,1.00,5.14,7.69%,2.01%,5.68%,,,,
1893.09,4.37,0.25,0.29,7.23,1893.71,3.72,196.21,11.11,675.28,12.91,44.43,15.01,,18.57,,0.53%,1.00,4.95,7.00%,2.29%,4.70%,,,,
1893.1,4.50,0.25,0.28,7.33,1893.79,3.71,199.42,11.00,689.50,12.33,42.64,15.27,,18.90,,0.55%,1.00,4.90,6.59%,2.53%,4.06%,,,,
1893.11,4.57,0.25,0.27,7.14,1893.87,3.71,207.93,11.34,722.16,12.25,42.54,15.94,,19.74,,0.13%,1.00,5.05,6.31%,2.37%,3.94%,,,,
1893.12,4.41,0.25,0.26,7.04,1893.96,3.70,203.36,11.53,709.63,11.99,41.84,15.61,,19.34,,0.03%,1.00,5.14,7.02%,2.22%,4.81%,,,,
1894.01,4.32,0.25,0.25,6.85,1894.04,3.70,204.74,11.69,717.86,11.93,41.83,15.74,,19.52,,-0.28%,1.00,5.30,6.88%,1.69%,5.19%,,,,
1894.02,4.38,0.24,0.24,6.76,1894.12,3.68,210.51,11.69,741.50,11.69,41.19,16.20,,20.11,,-0.58%,1.00,5.40,6.04%,1.29%,4.76%,,,,
1894.03,4.51,0.24,0.24,6.57,1894.21,3.66,223.04,11.87,789.12,11.62,41.12,17.19,,21.34,,-1.19%,1.00,5.58,5.52%,1.09%,4.43%,,,,
1894.04,4.57,0.24,0.23,6.57,1894.29,3.64,226.01,11.71,803.07,11.21,39.84,17.43,,21.66,,-1.05%,1.00,5.61,5.76%,1.18%,4.58%,,,,
1894.05,4.40,0.23,0.22,6.57,1894.37,3.62,217.60,11.54,776.61,10.80,38.53,16.81,,20.90,,-0.61%,1.00,5.63,6.18%,1.39%,4.79%,,,,
1894.06,4.34,0.23,0.21,6.57,1894.46,3.60,214.63,11.37,769.41,10.39,37.23,16.61,,20.66,,-0.52%,1.00,5.66,6.34%,1.37%,4.97%,,,,
1894.07,4.25,0.23,0.20,6.57,1894.54,3.58,210.18,11.21,756.80,9.97,35.92,16.29,,20.29,,-0.28%,1.00,5.69,6.99%,1.34%,5.65%,,,,
1894.08,4.41,0.22,0.19,6.76,1894.62,3.56,211.95,10.73,766.39,9.29,33.59,16.46,,20.51,,-0.04%,1.00,5.55,7.13%,1.49%,5.64%,,,,
1894.09,4.48,0.22,0.19,6.85,1894.71,3.54,212.33,10.43,770.89,8.77,31.83,16.52,,20.61,,0.20%,1.00,5.50,7.45%,1.49%,5.95%,,,,
1894.1,4.34,0.22,0.18,6.66,1894.79,3.52,211.57,10.56,771.33,8.61,31.40,16.50,,20.60,,0.06%,1.00,5.68,8.09%,1.18%,6.91%,,,,
1894.11,4.34,0.21,0.17,6.66,1894.87,3.50,211.57,10.40,774.49,8.20,30.03,16.54,,20.67,,0.28%,1.00,5.71,8.41%,0.93%,7.48%,,,,
1894.12,4.30,0.21,0.16,6.57,1894.96,3.48,212.65,10.39,781.64,7.91,29.08,16.67,,20.86,,0.23%,1.00,5.82,8.45%,0.76%,7.68%,,,,
1895.01,4.25,0.21,0.17,6.57,1895.04,3.46,210.18,10.30,775.70,8.28,30.57,16.52,,20.69,,0.30%,1.00,5.85,8.80%,0.74%,8.06%,,,,
1895.02,4.19,0.21,0.18,6.57,1895.12,3.47,207.21,10.22,767.90,8.65,32.07,16.33,,20.47,,0.25%,1.00,5.86,9.41%,0.75%,8.65%,,,,
1895.03,4.19,0.21,0.18,6.57,1895.21,3.48,207.21,10.14,771.03,9.03,33.58,16.36,,20.53,,0.45%,1.00,5.87,9.83%,0.88%,8.94%,,,,
1895.04,4.37,0.20,0.19,6.85,1895.29,3.50,207.11,9.64,773.63,9.00,33.64,16.39,,20.58,,0.73%,1.00,5.63,9.69%,1.33%,8.36%,,,,
1895.05,4.61,0.20,0.20,6.95,1895.37,3.51,215.49,9.43,807.88,9.23,34.61,17.08,,21.46,,0.84%,1.00,5.57,8.82%,1.59%,7.23%,,,,
1895.06,4.70,0.20,0.21,7.04,1895.46,3.52,216.73,9.22,815.40,9.45,35.57,17.21,,21.63,,1.15%,1.00,5.50,8.88%,1.75%,7.14%,,,,
1895.07,4.72,0.20,0.21,6.95,1895.54,3.53,220.64,9.27,832.99,9.93,37.50,17.55,,22.06,,0.78%,1.00,5.59,9.02%,1.62%,7.40%,,,,
1895.08,4.79,0.20,0.22,6.85,1895.62,3.54,227.02,9.32,860.02,10.43,39.50,18.07,,22.73,,0.46%,1.00,5.68,8.98%,1.38%,7.60%,,,,
1895.09,4.82,0.20,0.23,6.85,1895.71,3.55,228.44,9.24,868.32,10.78,40.98,18.20,,22.89,,0.53%,1.00,5.69,9.06%,1.51%,7.56%,,,,
1895.1,4.75,0.19,0.24,6.85,1895.79,3.57,225.12,9.16,858.61,11.14,42.48,17.94,,22.57,,0.60%,1.00,5.70,9.37%,1.52%,7.85%,,,,
1895.11,4.59,0.19,0.24,6.85,1895.87,3.58,217.54,9.09,832.58,11.49,43.99,17.34,,21.81,,0.66%,1.00,5.71,9.56%,1.41%,8.14%,,,,
1895.12,4.32,0.19,0.25,6.76,1895.96,3.59,207.63,9.13,797.55,12.02,46.15,16.55,,20.82,,0.56%,1.00,5.80,10.20%,1.17%,9.03%,,,,
1896.01,4.27,0.19,0.25,6.66,1896.04,3.60,208.15,9.22,802.54,12.03,46.37,16.58,,20.86,,0.63%,1.00,5.90,10.54%,1.04%,9.50%,,,,
1896.02,4.45,0.19,0.24,6.57,1896.12,3.58,220.07,9.31,851.48,12.03,46.55,17.52,,22.04,,0.18%,1.00,6.01,9.84%,0.86%,8.98%,,,,
1896.03,4.38,0.19,0.24,6.57,1896.21,3.57,216.61,9.27,841.08,11.87,46.09,17.23,,21.69,,0.41%,1.00,6.04,9.74%,0.83%,8.91%,,,,
1896.04,4.42,0.19,0.24,6.47,1896.29,3.55,221.80,9.37,864.27,11.88,46.28,17.64,,22.20,,0.26%,1.00,6.15,9.33%,0.65%,8.67%,,,,
1896.05,4.40,0.19,0.23,6.37,1896.37,3.53,224.10,9.46,876.28,11.88,46.46,17.83,,22.43,,0.32%,1.00,6.27,8.80%,0.36%,8.44%,,,,
1896.06,4.32,0.19,0.23,6.28,1896.46,3.52,223.36,9.56,876.49,11.89,46.67,17.78,,22.37,,0.33%,1.00,6.39,8.97%,0.18%,8.79%,,,,
1896.07,4.04,0.18,0.23,6.28,1896.54,3.50,208.88,9.52,822.80,11.72,46.17,16.64,,20.93,,0.61%,1.00,6.42,9.78%,0.49%,9.30%,,,,
1896.08,3.81,0.18,0.22,6.28,1896.62,3.48,196.99,9.48,779.07,11.55,45.66,15.70,,19.76,,0.86%,1.00,6.45,10.96%,0.23%,10.73%,,,,
1896.09,4.01,0.18,0.22,6.28,1896.71,3.47,207.33,9.44,823.07,11.37,45.16,16.54,,20.82,,0.55%,1.00,6.48,10.60%,0.09%,10.51%,,,,
1896.1,4.10,0.18,0.22,6.47,1896.79,3.45,205.75,9.12,819.81,10.87,43.33,16.44,,20.69,,0.90%,1.00,6.31,10.10%,0.14%,9.96%,,,,
1896.11,4.38,0.18,0.21,6.66,1896.87,3.43,213.52,8.81,853.70,10.40,41.57,17.09,,21.51,,0.97%,1.00,6.16,9.80%,0.29%,9.51%,,,,
1896.12,4.22,0.18,0.21,6.66,1896.96,3.42,205.72,8.77,825.44,10.24,41.08,16.50,,20.77,,1.07%,1.00,6.19,9.99%,0.15%,9.83%,,,,
1897.01,4.22,0.18,0.22,6.47,1897.04,3.40,211.77,9.03,852.74,10.95,44.11,17.03,,21.43,,0.38%,1.00,6.40,9.47%,-0.06%,9.53%,,,,
1897.02,4.18,0.18,0.23,6.47,1897.12,3.40,209.76,9.03,847.69,11.38,45.97,16.89,,21.26,,0.32%,1.00,6.42,8.99%,-0.29%,9.28%,,,,
1897.03,4.19,0.18,0.24,6.47,1897.21,3.39,210.26,9.03,852.76,11.79,47.83,16.96,,21.33,,0.30%,1.00,6.44,7.96%,-0.20%,8.16%,,,,
1897.04,4.06,0.18,0.24,6.37,1897.29,3.39,206.78,9.17,841.73,12.39,50.44,16.70,,21.00,,0.25%,1.00,6.55,8.20%,-0.36%,8.56%,,,,
1897.05,4.08,0.18,0.25,6.28,1897.37,3.38,210.95,9.31,861.85,13.01,53.17,17.05,,21.44,,-0.02%,1.00,6.67,7.39%,-0.73%,8.12%,,,,
1897.06,4.27,0.18,0.26,6.28,1897.46,3.38,220.77,9.31,905.15,13.44,55.11,17.85,,22.43,,-0.16%,1.00,6.69,6.45%,-0.85%,7.30%,,,,
1897.07,4.46,0.18,0.27,6.28,1897.54,3.38,230.59,9.31,948.61,13.87,57.07,18.65,,23.42,,-0.28%,1.00,6.72,6.40%,-0.86%,7.26%,,,,
1897.08,4.75,0.18,0.28,6.57,1897.62,3.37,234.91,8.90,969.42,13.68,56.47,19.01,,23.84,,-0.06%,1.00,6.44,5.39%,-0.43%,5.83%,,,,
1897.09,4.98,0.18,0.29,6.76,1897.71,3.37,239.35,8.65,990.70,13.70,56.70,19.37,,24.27,,0.25%,1.00,6.28,5.10%,-0.16%,5.27%,,,,
1897.1,4.82,0.18,0.29,6.66,1897.79,3.36,234.97,8.77,975.60,14.30,59.37,19.03,,23.81,,0.09%,1.00,6.39,4.01%,-0.42%,4.43%,,,,
1897.11,4.65,0.18,0.30,6.66,1897.87,3.36,226.68,8.77,944.22,14.71,61.26,18.36,,22.94,,0.17%,1.00,6.41,4.21%,-0.02%,4.23%,,,,
1897.12,4.75,0.18,0.31,6.66,1897.96,3.35,231.55,8.77,967.58,15.11,63.15,18.75,,23.40,,-0.17%,1.00,6.43,4.76%,0.18%,4.58%,,,,
1898.01,4.88,0.18,0.31,6.66,1898.04,3.35,237.89,8.86,997.14,15.27,64.02,19.25,,23.99,,-0.42%,1.00,6.45,5.05%,0.28%,4.77%,,,,
1898.02,4.87,0.18,0.32,6.76,1898.12,3.33,234.06,8.81,984.16,15.22,64.00,18.92,,23.55,,-0.06%,1.00,6.39,4.97%,0.53%,4.45%,,,,
1898.03,4.65,0.19,0.32,6.76,1898.21,3.31,223.49,8.89,942.82,15.38,64.88,18.04,,22.44,,0.22%,1.00,6.42,5.90%,0.52%,5.38%,,,,
1898.04,4.57,0.19,0.32,6.76,1898.29,3.29,219.64,8.97,929.75,15.54,65.77,17.71,,22.00,,0.46%,1.00,6.45,6.54%,0.41%,6.14%,,,,
1898.05,4.87,0.19,0.33,7.23,1898.37,3.27,218.66,8.45,928.58,14.67,62.29,17.60,,21.84,,1.30%,1.00,6.05,7.17%,1.09%,6.08%,,,,
1898.06,5.06,0.19,0.33,6.76,1898.46,3.25,243.19,9.13,1 035.99,15.86,67.56,19.54,,24.23,,0.20%,1.00,6.51,6.06%,0.39%,5.67%,,,,
1898.07,5.08,0.19,0.33,6.66,1898.54,3.23,247.64,9.35,1 058.26,16.25,69.43,19.86,,24.60,,-0.11%,1.00,6.63,6.15%,0.14%,6.01%,,,,
1898.08,5.27,0.19,0.34,6.66,1898.62,3.20,256.90,9.42,1 101.19,16.41,70.36,20.54,,25.42,,-0.26%,1.00,6.66,6.22%,0.13%,6.09%,,,,
1898.09,5.26,0.20,0.34,6.66,1898.71,3.18,256.42,9.51,1 102.50,16.57,71.26,20.44,,25.26,,-0.21%,1.00,6.69,6.13%,0.13%,6.01%,,,,
1898.1,5.15,0.20,0.34,6.66,1898.79,3.16,251.05,9.59,1 082.88,16.74,72.18,19.95,,24.63,,-0.19%,1.00,6.72,6.38%,0.01%,6.37%,,,,
1898.11,5.32,0.20,0.35,6.66,1898.87,3.14,259.34,9.67,1 122.10,16.90,73.13,20.53,,25.32,,-0.42%,1.00,6.75,6.63%,-0.10%,6.73%,,,,
1898.12,5.65,0.20,0.35,6.76,1898.96,3.12,271.55,9.61,1 178.38,16.82,73.00,21.40,,26.37,,-0.46%,1.00,6.68,6.27%,-0.07%,6.34%,,,,
1899.01,6.08,0.20,0.36,6.76,1899.04,3.10,292.21,9.65,1 271.56,17.34,75.46,22.93,,28.22,,-0.41%,1.00,6.71,5.65%,0.03%,5.62%,,,,
1899.02,6.31,0.20,0.37,6.95,1899.12,3.10,294.96,9.43,1 286.92,17.38,75.81,23.05,,28.33,,-0.04%,1.00,6.54,5.15%,0.21%,4.94%,,,,
1899.03,6.40,0.20,0.38,6.95,1899.21,3.11,299.17,9.47,1 308.72,17.88,78.22,23.28,,28.57,,0.03%,1.00,6.56,5.15%,0.20%,4.95%,,,,
1899.04,6.48,0.20,0.39,7.04,1899.29,3.11,298.81,9.37,1 310.59,18.14,79.55,23.15,,28.37,,0.19%,1.00,6.48,5.42%,0.13%,5.29%,,,,
1899.05,6.21,0.20,0.40,7.04,1899.37,3.12,286.36,9.42,1 259.42,18.64,81.97,22.09,,27.03,,0.63%,1.00,6.50,6.12%,0.03%,6.09%,,,,
1899.06,6.07,0.21,0.42,7.14,1899.46,3.12,276.17,9.33,1 218.04,18.88,83.28,21.21,,25.92,,0.95%,1.00,6.42,6.59%,0.06%,6.53%,,,,
1899.07,6.28,0.21,0.43,7.23,1899.54,3.13,281.97,9.24,1 246.99,19.12,84.55,21.56,,26.31,,1.00%,1.00,6.35,6.53%,0.19%,6.34%,,,,
1899.08,6.44,0.21,0.44,7.33,1899.62,3.13,285.40,9.16,1 265.53,19.35,85.82,21.73,,26.47,,1.09%,1.00,6.29,6.55%,0.22%,6.33%,,,,
1899.09,6.37,0.21,0.45,7.61,1899.71,3.13,271.71,8.85,1 208.10,19.09,84.87,20.59,,25.04,,1.60%,1.00,6.06,6.99%,0.50%,6.49%,,,,
1899.1,6.34,0.21,0.46,7.71,1899.79,3.14,267.09,8.78,1 190.82,19.31,86.08,20.15,,24.48,,1.82%,1.00,6.00,7.02%,0.43%,6.59%,,,,
1899.11,6.46,0.21,0.47,7.80,1899.87,3.14,268.83,8.71,1 201.80,19.53,87.29,20.20,,24.49,,1.93%,1.00,5.94,6.80%,0.46%,6.34%,,,,
1899.12,6.02,0.21,0.48,7.90,1899.96,3.15,247.50,8.63,1 109.66,19.73,88.48,18.51,,22.42,,2.38%,1.00,5.88,7.72%,0.48%,7.24%,,,,
1900.01,6.10,0.22,0.48,7.90,1900.04,3.15,250.79,8.94,1 127.75,19.73,88.74,18.67,,22.59,,2.57%,1.00,5.90,7.45%,0.58%,6.88%,,,,
1900.02,6.21,0.23,0.48,7.99,1900.12,3.15,252.27,9.14,1 137.84,19.50,87.95,18.70,,22.60,,2.69%,1.00,5.84,7.01%,0.69%,6.31%,,,,
1900.03,6.26,0.23,0.48,7.99,1900.21,3.14,254.30,9.44,1 150.56,19.50,88.22,18.78,,22.66,,2.67%,1.00,5.86,6.99%,0.50%,6.48%,,,,
1900.04,6.34,0.24,0.48,7.99,1900.29,3.14,257.55,9.75,1 168.94,19.50,88.50,18.94,,22.83,,2.63%,1.00,5.88,6.50%,0.41%,6.09%,,,,
1900.05,6.04,0.25,0.48,7.80,1900.37,3.13,251.35,10.30,1 144.68,19.97,90.97,18.40,,22.17,,2.42%,1.00,6.04,6.79%,0.35%,6.44%,,,,
1900.06,5.86,0.26,0.48,7.71,1900.46,3.13,246.87,10.74,1 128.36,20.22,92.43,17.99,,21.67,,2.43%,1.00,6.13,6.56%,0.32%,6.24%,,,,
1900.07,5.86,0.26,0.48,7.80,1900.54,3.13,243.86,10.92,1 118.76,19.97,91.64,17.69,,21.29,,2.65%,1.00,6.08,6.15%,0.44%,5.70%,,,,
1900.08,5.94,0.27,0.48,7.71,1900.62,3.12,250.24,11.37,1 152.38,20.22,93.12,18.07,,21.75,,2.05%,1.00,6.17,6.24%,0.42%,5.82%,,,,
1900.09,5.80,0.28,0.48,7.80,1900.71,3.12,241.36,11.55,1 115.93,19.97,92.35,17.34,,20.87,,2.29%,1.00,6.11,6.80%,0.64%,6.16%,,,,
1900.1,6.01,0.29,0.48,7.71,1900.79,3.11,253.19,12.01,1 175.23,20.22,93.86,18.10,,21.78,,1.93%,1.00,6.21,7.09%,0.81%,6.28%,,,,
1900.11,6.48,0.29,0.48,7.71,1900.87,3.11,272.99,12.32,1 271.91,20.22,94.22,19.42,,23.37,,1.80%,1.00,6.22,6.50%,1.02%,5.48%,,,,
1900.12,6.87,0.30,0.48,7.61,1900.96,3.10,293.04,12.80,1 370.28,20.47,95.74,20.74,,24.95,,1.35%,1.00,6.32,5.45%,0.89%,4.56%,,,,
1901.01,7.07,0.30,0.48,7.71,1901.04,3.10,297.85,12.71,1 397.71,20.29,95.23,20.98,,25.22,,1.54%,1.00,6.26,5.54%,1.01%,4.53%,,,,
1901.02,7.25,0.30,0.48,7.61,1901.12,3.11,309.25,12.94,1 456.27,20.61,97.08,21.68,,26.05,,1.14%,1.00,6.35,5.67%,1.22%,4.45%,,,,
1901.03,7.51,0.31,0.49,7.61,1901.21,3.11,320.34,13.01,1 513.61,20.69,97.75,22.35,,26.84,,0.87%,1.00,6.37,5.07%,1.12%,3.95%,,,,
1901.04,8.14,0.31,0.49,7.52,1901.29,3.12,351.60,13.25,1 666.56,21.02,99.65,24.41,,29.29,,0.25%,1.00,6.46,4.40%,1.33%,3.07%,,,,
1901.05,7.73,0.31,0.49,7.52,1901.37,3.13,333.89,13.32,1 587.88,21.09,100.31,23.06,,27.66,,0.60%,1.00,6.47,5.17%,1.34%,3.83%,,,,
1901.06,8.50,0.31,0.49,7.52,1901.46,3.13,367.15,13.39,1 751.36,21.17,100.96,25.24,,30.24,,0.46%,1.00,6.49,4.39%,1.35%,3.04%,,,,
1901.07,7.93,0.31,0.49,7.61,1901.54,3.14,338.25,13.30,1 618.78,20.97,100.37,23.14,,27.71,,1.06%,1.00,6.42,5.10%,1.38%,3.72%,,,,
1901.08,8.04,0.31,0.49,7.71,1901.62,3.15,338.71,13.20,1 626.23,20.78,99.78,23.08,,27.61,,1.19%,1.00,6.35,4.25%,1.20%,3.06%,,,,
1901.09,8.00,0.32,0.50,7.80,1901.71,3.15,332.91,13.11,1 603.65,20.60,99.23,22.59,,27.01,,1.52%,1.00,6.29,3.76%,1.23%,2.53%,,,,
1901.1,7.91,0.32,0.50,7.80,1901.79,3.16,329.17,13.18,1 590.90,20.67,99.90,22.25,,26.59,,1.58%,1.00,6.30,3.94%,1.24%,2.71%,,,,
1901.11,8.08,0.32,0.50,7.90,1901.87,3.17,332.19,13.09,1 610.78,20.49,99.34,22.38,,26.71,,1.80%,1.00,6.24,4.38%,1.48%,2.90%,,,,
1901.12,7.95,0.32,0.50,7.99,1901.96,3.17,322.96,13.00,1 571.25,20.31,98.82,21.68,,25.87,,2.05%,1.00,6.17,4.84%,1.71%,3.12%,,,,
1902.01,8.12,0.32,0.51,7.90,1902.04,3.18,333.84,13.19,1 629.53,21.00,102.51,22.34,,26.64,,2.05%,1.00,6.26,4.40%,1.50%,2.91%,,,,
1902.02,8.19,0.32,0.52,7.90,1902.12,3.19,336.71,13.23,1 648.96,21.45,105.04,22.46,,26.76,,2.02%,1.00,6.27,4.13%,1.38%,2.75%,,,,
1902.03,8.20,0.32,0.53,7.90,1902.21,3.20,337.13,13.26,1 656.39,21.89,107.56,22.41,,26.67,,2.28%,1.00,6.28,4.21%,1.16%,3.05%,,,,
1902.04,8.48,0.32,0.54,7.99,1902.29,3.21,344.49,13.13,1 697.93,22.07,108.78,22.82,,27.14,,2.45%,1.00,6.22,4.00%,0.96%,3.04%,,,,
1902.05,8.46,0.32,0.55,8.09,1902.37,3.22,339.63,13.02,1 679.34,22.25,110.01,22.43,,26.64,,2.63%,1.00,6.16,4.15%,1.07%,3.08%,,,,
1902.06,8.41,0.33,0.57,8.18,1902.46,3.23,333.70,12.90,1 655.32,22.42,111.21,21.96,,26.06,,2.84%,1.00,6.10,4.44%,1.27%,3.17%,,,,
1902.07,8.60,0.33,0.58,8.18,1902.54,3.24,341.24,12.93,1 698.06,22.85,113.69,22.39,,26.53,,2.47%,1.00,6.11,4.23%,1.26%,2.97%,,,,
1902.08,8.83,0.33,0.59,8.09,1902.62,3.25,354.48,13.12,1 769.43,23.55,117.57,23.17,,27.42,,2.06%,1.00,6.19,3.98%,1.03%,2.95%,,,,
1902.09,8.85,0.33,0.60,8.18,1902.71,3.26,351.16,12.99,1 758.22,23.71,118.70,22.86,,27.02,,2.23%,1.00,6.13,4.04%,1.03%,3.00%,,,,
1902.1,8.57,0.33,0.61,8.75,1902.79,3.27,317.87,12.18,1 596.63,22.56,113.33,20.60,,24.33,,3.38%,1.00,5.74,5.07%,1.71%,3.36%,,,,
1902.11,8.24,0.33,0.62,8.47,1902.87,3.28,315.93,12.62,1 592.19,23.74,119.65,20.41,,24.08,,2.82%,1.00,5.95,5.02%,1.36%,3.66%,,,,
1902.12,8.05,0.33,0.63,8.56,1902.96,3.29,305.22,12.51,1 543.44,23.89,120.79,19.63,,23.15,,2.99%,1.00,5.89,5.11%,1.56%,3.55%,,,,
1903.01,8.46,0.33,0.62,8.66,1903.04,3.30,317.24,12.44,1 609.47,23.31,118.27,20.32,,23.93,,2.55%,1.00,5.84,4.52%,1.56%,2.96%,,,,
1903.02,8.41,0.33,0.61,8.66,1903.12,3.31,315.36,12.50,1 605.24,23.00,117.06,20.11,,23.67,,2.47%,1.00,5.85,4.22%,1.59%,2.63%,,,,
1903.03,8.08,0.34,0.61,8.37,1903.21,3.32,313.32,12.99,1 600.33,23.46,119.83,19.88,,23.40,,2.42%,1.00,6.06,4.10%,1.29%,2.81%,,,,
1903.04,7.75,0.34,0.60,8.37,1903.29,3.33,300.52,13.06,1 540.53,23.14,118.61,18.98,,22.33,,2.78%,1.00,6.08,4.53%,1.33%,3.21%,,,,
1903.05,7.60,0.34,0.59,8.18,1903.37,3.33,301.56,13.42,1 551.59,23.34,120.11,18.95,,22.29,,2.67%,1.00,6.23,4.32%,1.23%,3.09%,,,,
1903.06,7.18,0.34,0.58,8.18,1903.46,3.34,284.89,13.49,1 471.63,23.01,118.88,17.82,,20.96,,3.25%,1.00,6.24,4.28%,1.16%,3.12%,,,,
1903.07,6.85,0.34,0.57,8.18,1903.54,3.35,271.80,13.56,1 409.83,22.68,117.66,16.92,,19.91,,3.80%,1.00,6.26,4.82%,1.10%,3.72%,,,,
1903.08,6.63,0.34,0.56,8.18,1903.62,3.36,263.07,13.62,1 370.43,22.35,116.44,16.30,,19.19,,4.43%,1.00,6.27,5.44%,1.13%,4.31%,,,,
1903.09,6.47,0.35,0.56,8.28,1903.71,3.37,253.77,13.53,1 327.86,21.77,113.90,15.65,,18.45,,4.38%,1.00,6.21,5.82%,1.18%,4.64%,,,,
1903.1,6.26,0.35,0.55,8.18,1903.79,3.38,248.39,13.76,1 305.70,21.69,114.03,15.25,,18.00,,4.29%,1.00,6.30,5.71%,1.10%,4.61%,,,,
1903.11,6.28,0.35,0.54,8.09,1903.87,3.38,252.11,13.98,1 331.41,21.61,114.12,15.41,,18.20,,4.37%,1.00,6.38,5.18%,0.91%,4.26%,,,,
1903.12,6.57,0.35,0.53,8.09,1903.96,3.39,263.76,14.05,1 399.07,21.28,112.86,16.04,,18.97,,4.24%,1.00,6.40,4.80%,1.05%,3.75%,,,,
1904.01,6.68,0.35,0.53,8.28,1904.04,3.40,262.01,13.60,1 395.81,20.66,110.06,15.86,,18.78,,4.81%,1.00,6.26,5.30%,1.32%,3.98%,,,,
1904.02,6.50,0.34,0.52,8.47,1904.12,3.41,249.22,13.16,1 333.52,20.06,107.36,15.02,,17.80,,5.54%,1.00,6.14,6.07%,1.66%,4.42%,,,,
1904.03,6.48,0.34,0.52,8.37,1904.21,3.41,251.27,13.18,1 350.40,20.16,108.37,15.08,,17.90,,5.68%,1.00,6.22,5.79%,1.55%,4.24%,,,,
1904.04,6.64,0.34,0.52,8.28,1904.29,3.42,260.44,13.21,1 405.56,20.27,109.38,15.57,,18.49,,5.35%,1.00,6.31,5.26%,1.54%,3.72%,,,,
1904.05,6.50,0.33,0.51,8.09,1904.37,3.43,260.95,13.38,1 414.32,20.61,111.69,15.53,,18.46,,5.12%,1.00,6.47,5.20%,1.21%,3.99%,,,,
1904.06,6.51,0.33,0.51,8.09,1904.46,3.43,261.35,13.25,1 422.48,20.47,111.44,15.47,,18.42,,5.14%,1.00,6.48,5.14%,1.22%,3.92%,,,,
1904.07,6.78,0.33,0.51,8.09,1904.54,3.44,272.19,13.12,1 487.43,20.34,111.16,16.04,,19.11,,4.90%,1.00,6.50,4.02%,1.12%,2.90%,,,,
1904.08,7.01,0.32,0.50,8.18,1904.62,3.45,278.15,12.83,1 525.85,19.97,109.55,16.30,,19.45,,4.62%,1.00,6.44,3.60%,1.05%,2.56%,,,,
1904.09,7.32,0.32,0.50,8.28,1904.71,3.45,287.11,12.55,1 580.74,19.61,107.97,16.74,,19.99,,4.43%,1.00,6.38,3.29%,1.17%,2.12%,,,,
1904.1,7.75,0.32,0.50,8.28,1904.79,3.46,303.98,12.42,1 679.30,19.48,107.63,17.63,,21.07,,4.41%,1.00,6.39,2.81%,1.28%,1.54%,,,,
1904.11,8.17,0.31,0.49,8.47,1904.87,3.47,313.25,12.01,1 736.06,18.91,104.82,18.08,,21.61,,4.50%,1.00,6.26,2.42%,1.41%,1.00%,,,,
1904.12,8.25,0.31,0.49,8.47,1904.96,3.47,316.32,11.89,1 758.55,18.79,104.45,18.16,,21.72,,4.61%,1.00,6.28,1.99%,1.52%,0.47%,,,,
1905.01,8.43,0.31,0.51,8.47,1905.04,3.48,323.22,11.95,1 802.46,19.36,107.98,18.46,,22.09,,4.52%,1.00,6.29,1.96%,1.53%,0.44%,,,,
1905.02,8.80,0.31,0.52,8.47,1905.12,3.48,337.40,12.01,1 887.15,19.94,111.51,19.17,,22.94,,4.32%,1.00,6.31,1.51%,1.64%,-0.14%,,,,
1905.03,9.05,0.32,0.54,8.37,1905.21,3.47,350.93,12.21,1 968.50,20.75,116.37,19.83,,23.74,,4.03%,1.00,6.41,1.48%,1.65%,-0.16%,,,,
1905.04,8.94,0.32,0.55,8.37,1905.29,3.47,346.66,12.28,1 950.31,21.33,119.99,19.48,,23.33,,3.69%,1.00,6.43,2.26%,1.56%,0.70%,,,,
1905.05,8.50,0.32,0.57,8.28,1905.37,3.46,333.39,12.48,1 881.49,22.16,125.06,18.63,,22.31,,3.67%,1.00,6.52,2.33%,1.36%,0.97%,,,,
1905.06,8.60,0.32,0.58,8.28,1905.46,3.46,337.31,12.55,1 909.53,22.75,128.78,18.74,,22.45,,3.51%,1.00,6.54,2.34%,1.37%,0.97%,,,,
1905.07,8.87,0.32,0.60,8.28,1905.54,3.46,347.90,12.62,1 975.44,23.34,132.51,19.21,,23.01,,3.52%,1.00,6.56,2.00%,1.39%,0.61%,,,,
1905.08,9.20,0.32,0.61,8.37,1905.62,3.45,356.75,12.54,2 031.57,23.65,134.70,19.57,,23.45,,3.69%,1.00,6.51,2.18%,1.52%,0.66%,,,,
1905.09,9.23,0.33,0.63,8.28,1905.71,3.45,362.02,12.75,2 067.68,24.51,140.01,19.74,,23.65,,3.53%,1.00,6.61,2.42%,1.42%,1.00%,,,,
